Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-10-02 14:25:08,1130,pairwise,VerletClusterLists,1.000000,vcl_sliced,none,AoS,disabled,15944204,0
2025-10-02 14:25:08,1130,pairwise,VerletClusterLists,1.000000,vcl_sliced,none,AoS,disabled,3749,0
2025-10-02 14:27:58,6130,pairwise,VerletClusterLists,1.000000,vcl_c06,none,SoA,disabled,16105217,0
2025-10-02 14:27:58,6130,pairwise,VerletClusterLists,1.000000,vcl_c06,none,SoA,disabled,3609,0
2025-10-02 14:30:27,11130,pairwise,VerletClusterLists,1.000000,vcl_c06,none,AoS,enabled,15965076,0
2025-10-02 14:30:27,11130,pairwise,VerletClusterLists,1.000000,vcl_c06,none,AoS,enabled,3500,0
2025-10-02 14:32:59,16130,pairwise,VerletClusterLists,1.000000,vcl_c01_balanced,none,AoS,disabled,15942089,0
2025-10-02 14:32:59,16130,pairwise,VerletClusterLists,1.000000,vcl_c01_balanced,none,AoS,disabled,3425,0
2025-10-02 14:35:31,21130,pairwise,VerletClusterLists,1.000000,vcl_c06,none,SoA,disabled,15923176,0
2025-10-02 14:35:31,21130,pairwise,VerletClusterLists,1.000000,vcl_c06,none,SoA,disabled,4650,0
2025-10-02 14:39:13,26130,pairwise,VerletClusterLists,1.000000,vcl_c01_balanced,none,AoS,disabled,16104455,0
2025-10-02 14:39:13,26130,pairwise,VerletClusterLists,1.000000,vcl_c01_balanced,none,AoS,disabled,4932,0
