Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2026-02-13 10:30:26,80,pairwise,LinkedCells,1.000000,lc_sliced_balanced,none,SoA,enabled,45396642,92823626
2026-02-13 11:17:05,10080,pairwise,LinkedCells,1.000000,lc_sliced_c02,none,SoA,enabled,45405620,93222044
2026-02-13 12:03:44,20080,pairwise,LinkedCells,1.000000,lc_sliced_c02,none,SoA,enabled,45663948,92810279
