Date,Iteration,Functor,inTuningPhase,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,computeInteractions[ns],remainderTraversal[ns],rebuildNeighborLists[ns],computeInteractionsTotal[ns],tuning[ns],energyWatts[W],energyJoules[J],energyDeltaT[s]
2026-02-13 10:49:23,0,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,98032039,132532,304,98213122,11707131,338.48491013250367,33.241249084472656,0.098206
2026-02-13 10:49:23,1,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,9852736,125789,0,10016640,10986746,385.579561132793,3.8623504638671875,0.010017
2026-02-13 10:49:23,2,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,9898881,111357,0,10044777,10973554,383.41961263993113,3.8510665893554688,0.010044
2026-02-13 10:49:23,3,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,9820204,125659,0,9981684,11160190,382.0239106157167,3.8129806518554688,0.009981
2026-02-13 10:49:23,4,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,9824214,126306,0,9988904,10976954,391.79094992115535,3.9132080078125,0.009988
2026-02-13 10:49:23,5,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,9868264,125884,0,10028653,11042317,382.0479992107248,3.8307952880859375,0.010027
2026-02-13 10:49:24,6,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,9854933,126425,0,10019149,11041523,366.76535946234276,3.67425537109375,0.010018
2026-02-13 10:49:24,7,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,9850495,111565,0,9996490,11036552,386.065986453175,3.8591156005859375,0.009996
2026-02-13 10:49:24,8,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,9847994,140671,0,10027069,11069470,395.456188908837,3.96484375,0.010026
2026-02-13 10:49:24,9,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,9845290,124501,0,10006186,11016095,399.4602720435263,3.9962005615234375,0.010004
2026-02-13 10:49:24,10,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,SoA,enabled,11667469,117960,185,11819780,11213987,380.0031063429383,4.4912567138671875,0.011819
2026-02-13 10:49:24,11,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,SoA,enabled,11621478,111928,0,11770613,11007119,401.1794819646688,4.7214813232421875,0.011769
2026-02-13 10:49:24,12,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,SoA,enabled,11627166,111243,0,11772738,10989330,391.03126153191636,4.6028289794921875,0.011771
2026-02-13 10:49:24,13,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,SoA,enabled,11634439,110060,0,11779992,10974242,402.44133163362767,4.7403564453125,0.011779
2026-02-13 10:49:24,14,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,SoA,enabled,11636808,112468,0,11783436,11056978,389.54333808988287,4.589599609375,0.011782
2026-02-13 10:49:24,15,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,SoA,enabled,11612773,119599,0,11766169,11012154,406.3485816853115,4.781097412109375,0.011766
2026-02-13 10:49:24,16,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,SoA,enabled,11637090,125571,0,11799859,10981509,365.68330075642,4.314697265625,0.011799
2026-02-13 10:49:24,17,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,SoA,enabled,11637765,125227,0,11798422,11029886,396.1491006817893,4.67376708984375,0.011798
2026-02-13 10:49:24,18,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,SoA,enabled,11642235,111825,0,11787210,10992892,401.92999305378805,4.737548828125,0.011787
2026-02-13 10:49:24,19,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,SoA,enabled,11620974,126612,0,11783204,11039169,389.7635039480245,4.592193603515625,0.011782
2026-02-13 10:49:24,20,LJFunctorAVX,true,pairwise,LinkedCells,1.000000,lc_c04_combined_SoA,none,SoA,enabled,13691647,112020,309,13839009,11292627,389.927228521553,5.39581298828125,0.013838
