Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-10-02 14:29:03,1130,pairwise,LinkedCells,1.000000,lc_sliced_balanced,none,SoA,enabled,211499401,9066351
2025-10-02 14:29:03,1130,pairwise,LinkedCells,1.000000,lc_sliced_balanced,none,SoA,enabled,10233,9066351
2025-10-02 14:31:38,6130,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,238146304,9071975
2025-10-02 14:31:38,6130,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,17283,9071975
2025-10-02 14:34:05,11130,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,242946072,9211402
2025-10-02 14:34:05,11130,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,17382,9211402
2025-10-02 14:36:32,16130,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,239792033,9410951
2025-10-02 14:36:32,16130,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,17170,9410951
2025-10-02 14:38:58,21130,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,241655360,9276147
2025-10-02 14:38:58,21130,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,16942,9276147
2025-10-02 14:42:33,26130,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,201963988,8028902
2025-10-02 14:42:33,26130,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,18439,8028902
2025-10-02 14:44:33,31130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,102668538,3913728
2025-10-02 14:44:33,31130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,9664,3913728
2025-10-02 14:46:21,36130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,72707461,2540293
2025-10-02 14:46:21,36130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,8592,2540293
2025-10-02 14:48:17,41130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,64683953,2288751
2025-10-02 14:48:17,41130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,8058,2288751
2025-10-02 14:50:14,46130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,49813879,2197260
2025-10-02 14:50:14,46130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,7469,2197260
2025-10-02 14:52:13,51130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,49138259,2170181
2025-10-02 14:52:13,51130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,9883,2170181
2025-10-02 14:56:27,56130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,48862718,2156908
2025-10-02 14:56:27,56130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,8213,2156908
2025-10-02 14:58:36,61130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,48503279,2183265
2025-10-02 14:58:36,61130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,7607,2183265
2025-10-02 15:00:34,66130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,48064712,2189072
2025-10-02 15:00:34,66130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,8650,2189072
2025-10-02 15:02:31,71130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,48394348,2186406
2025-10-02 15:02:31,71130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,8167,2186406
2025-10-02 15:04:30,76130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,48740660,2159540
2025-10-02 15:04:30,76130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,13882,2159540
2025-10-02 15:06:31,81130,pairwise,LinkedCells,1.000000,lc_c04_HCP,none,AoS,enabled,47638483,2130850
