Date,Iteration,Interaction Type,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2025-10-02 14:28:07,1130,pairwise,VerletClusterLists,1.000000,vcl_sliced,none,AoS,enabled,15884850,50682
2025-10-02 14:28:07,1130,pairwise,VerletClusterLists,1.000000,vcl_sliced,none,AoS,enabled,3307,50682
2025-10-02 14:30:58,6130,pairwise,VerletClusterLists,1.000000,vcl_c01_balanced,none,AoS,disabled,15833127,49963
2025-10-02 14:30:58,6130,pairwise,VerletClusterLists,1.000000,vcl_c01_balanced,none,AoS,disabled,3215,49963
2025-10-02 14:33:23,11130,pairwise,VerletClusterLists,1.000000,vcl_c01_balanced,none,AoS,disabled,16113262,50004
2025-10-02 14:33:23,11130,pairwise,VerletClusterLists,1.000000,vcl_c01_balanced,none,AoS,disabled,3327,50004
2025-10-02 14:35:50,16130,pairwise,VerletClusterLists,1.000000,vcl_c01_balanced,none,AoS,disabled,16119782,49550
2025-10-02 14:35:50,16130,pairwise,VerletClusterLists,1.000000,vcl_c01_balanced,none,AoS,disabled,3086,49550
2025-10-02 14:38:17,21130,pairwise,VerletClusterLists,1.000000,vcl_c01_balanced,none,AoS,disabled,16067169,52762
2025-10-02 14:38:17,21130,pairwise,VerletClusterLists,1.000000,vcl_c01_balanced,none,AoS,disabled,3634,52762
2025-10-02 14:41:57,26130,pairwise,VerletClusterLists,1.000000,vcl_sliced,none,AoS,enabled,16177341,57952
2025-10-02 14:41:57,26130,pairwise,VerletClusterLists,1.000000,vcl_sliced,none,AoS,enabled,4905,57952
2025-10-02 14:44:17,31130,pairwise,VerletClusterLists,1.000000,vcl_sliced,none,AoS,enabled,16224193,58596
2025-10-02 14:44:17,31130,pairwise,VerletClusterLists,1.000000,vcl_sliced,none,AoS,enabled,4852,58596
2025-10-02 14:46:10,36130,pairwise,VerletClusterLists,1.000000,vcl_sliced,none,AoS,enabled,16314129,61010
2025-10-02 14:46:10,36130,pairwise,VerletClusterLists,1.000000,vcl_sliced,none,AoS,enabled,5111,61010
2025-10-02 14:48:06,41130,pairwise,VerletClusterLists,1.000000,vcl_sliced,none,AoS,enabled,16337580,76349
2025-10-02 14:48:06,41130,pairwise,VerletClusterLists,1.000000,vcl_sliced,none,AoS,enabled,8160,76349
2025-10-02 14:50:04,46130,pairwise,VerletClusterLists,1.000000,vcl_sliced_balanced,neighbor-list-length,SoA,enabled,16467411,114339
2025-10-02 14:50:04,46130,pairwise,VerletClusterLists,1.000000,vcl_sliced_balanced,neighbor-list-length,SoA,enabled,13399,114339
2025-10-02 14:52:04,51130,pairwise,VerletClusterLists,1.000000,vcl_sliced,none,SoA,enabled,17282739,230369
2025-10-02 14:52:04,51130,pairwise,VerletClusterLists,1.000000,vcl_sliced,none,SoA,enabled,23583,230369
2025-10-02 14:56:37,56130,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,110281560,4531340
2025-10-02 14:56:37,56130,pairwise,LinkedCells,1.000000,lc_c04,none,SoA,enabled,19838,4531340
2025-10-02 14:59:00,61130,pairwise,LinkedCells,1.000000,lc_sliced_balanced,squared-particles-per-cell,SoA,enabled,190063416,7290096
2025-10-02 14:59:00,61130,pairwise,LinkedCells,1.000000,lc_sliced_balanced,squared-particles-per-cell,SoA,enabled,10529,7290096
2025-10-02 15:00:58,66130,pairwise,LinkedCells,1.000000,lc_sliced,none,SoA,enabled,190204505,7264479
2025-10-02 15:00:58,66130,pairwise,LinkedCells,1.000000,lc_sliced,none,SoA,enabled,9708,7264479
2025-10-02 15:02:55,71130,pairwise,LinkedCells,1.000000,lc_sliced_balanced,squared-particles-per-cell,SoA,enabled,189553988,7390997
2025-10-02 15:02:55,71130,pairwise,LinkedCells,1.000000,lc_sliced_balanced,squared-particles-per-cell,SoA,enabled,11627,7390997
2025-10-02 15:04:54,76130,pairwise,LinkedCells,1.000000,lc_sliced_balanced,none,SoA,enabled,197202249,7320420
2025-10-02 15:04:54,76130,pairwise,LinkedCells,1.000000,lc_sliced_balanced,none,SoA,enabled,10736,7320420
2025-10-02 15:06:55,81130,pairwise,LinkedCells,1.000000,lc_sliced_c02,none,SoA,enabled,199904895,7331801
2025-10-02 15:06:55,81130,pairwise,LinkedCells,1.000000,lc_sliced_c02,none,SoA,enabled,9240,7331801
2025-10-02 15:09:11,86130,pairwise,LinkedCells,1.000000,lc_sliced_c02,none,SoA,enabled,145360405,5702842
2025-10-02 15:09:11,86130,pairwise,LinkedCells,1.000000,lc_sliced_c02,none,SoA,enabled,9182,5702842
2025-10-02 15:12:04,91130,pairwise,LinkedCells,1.000000,lc_sliced_c02,none,SoA,enabled,171822286,6667194
2025-10-02 15:12:04,91130,pairwise,LinkedCells,1.000000,lc_sliced_c02,none,SoA,enabled,9787,6667194
2025-10-02 15:14:36,96130,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,182951729,7433529
2025-10-02 15:14:36,96130,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,6487,7433529
2025-10-02 15:16:55,101130,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,191948511,7631183
2025-10-02 15:16:55,101130,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,6462,7631183
2025-10-02 15:19:08,106130,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,199492182,7782225
2025-10-02 15:19:08,106130,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,6886,7782225
2025-10-02 15:21:16,111130,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,208062003,7913610
2025-10-02 15:21:16,111130,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,5967,7913610
2025-10-02 15:23:21,116130,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,211595882,8082725
2025-10-02 15:23:21,116130,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,7068,8082725
2025-10-02 15:27:16,121130,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,215792034,8145259
2025-10-02 15:27:17,121130,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,5953,8145259
2025-10-02 15:30:57,126130,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,214865217,8086014
2025-10-02 15:30:57,126130,pairwise,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,6370,8086014
